username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,
Full2AAP,2016-12-29 22:55,0,0,"RT: Kejriwal to Amarinder : Why are you fighting with me, not with Badal-केजरीव… http:// ln.is/www.patrika.co m/news/86LaW … , see more http:// tweetedtimes.com/Full2AAP?s=tnp",,,,8.14522833061745E+017,https://twitter.com/Full2AAP/status/814522833061744640,,,
Alllahdin,2016-12-29 22:55,6,18,Kabhi Kejriwal kabhi Modi Bas band karo ye Bakchodi,,,,8.14522675947127E+017,https://twitter.com/Alllahdin/status/814522675947126785,,,
iamYSfromTS,2016-12-29 22:53,5,5,@alamgirizvi @DILIPLOHIA @UPA_16 @iCongwala @TVRNSarma @rranjaninc @PoonamB40929685 @geetv79 #भाग_ Kejriwal _भाग https:// twitter.com/today_samachar /status/814411428329324544 …,,@alamgirizvi @DILIPLOHIA @UPA_16 @iCongwala @TVRNSarma @rranjaninc @PoonamB40929685 @geetv79,#,8.1452220144973E+017,https://twitter.com/iamYSfromTS/status/814522201449730048,,,
vinaykale,2016-12-29 22:51,0,0,"@pbhushan1 @ArvindKejriwal Kejriwal retweets only when it's against others, if he is asked to answer, will hide in some whole #Uselessfellow",,@pbhushan1 @ArvindKejriwal,#Uselessfellow,8.14521839024161E+017,https://twitter.com/vinaykale/status/814521839024160768,,,
Surinde81097233,2016-12-29 22:51,0,0,@AbhayDubey_ yeh aapiye bikau Bjp pe Kyu madd Rahe ho abhay dubey kejriwal ki sangat m jhootha psycophant ban Gaye Bewakoof logo ki sohbat h,,@AbhayDubey_,,8.14521806719631E+017,https://twitter.com/Surinde81097233/status/814521806719631360,,,
Ulta_dimag,2016-12-29 22:51,0,0,@Chutkla no one care about me...sab ke sab mile hue hai: kejriwal,,@Chutkla,,8.14521802810532E+017,https://twitter.com/Ulta_dimag/status/814521802810531841,,,
NamaskarNamaste,2016-12-29 22:50,1,0,"“Don’t Run Away Come, Explain Funding of Your Party” Yogendra Yadav Challenges Arvind Kejriwal http:// postcard.news/dont-run-away- come-explain-funding-party-yogendra-yadav-challenges-arvind-kejriwal/ … via @postcard_news",,@postcard_news,,8.1452151954833E+017,https://twitter.com/NamaskarNamaste/status/814521519548329985,,,
iamYSfromTS,2016-12-29 22:49,4,8,RT- @simran100kaur1 दिल्ली तो केजरीवाल से संभाली नहीं जाती चले है पंजाब को सँभालने .. @geetv79 #भाग_ Kejriwal _भाग https:// twitter.com/simran100kaur1 /status/814404437368180736 …,,@simran100kaur1 @geetv79,#,8.14521267512492E+017,https://twitter.com/iamYSfromTS/status/814521267512492033,,,
Alamvusha,2016-12-29 22:48,0,0,"Kejriwal k khayalo aur sapnon mein sirf aur sirf modi hi rehte hai, kash aisi koi ladki milti mujhe jiske khayalo mein sirf mein rehta #Namo",,,#Namo,8.14520962146337E+017,https://twitter.com/Alamvusha/status/814520962146336769,,,
ggiittiikkaa,2016-12-29 22:47,240,399,"Not a single tweet on new LG Anil Baijal by @ArvindKejriwal . Even before becoming LG, Baijalji is not letting Kejriwal sir do his ""work"";;@ArvindKejriwal;;""814520625414991872",https://twitter.com/ggiittiikkaa/status/814520625414991872,,,,,,,
mamtasharma18,2016-12-29 22:46,0,2,"It's really shocking that politicians like M Banerjee n Kejriwal are blaming on govt but can't they see themselves ,really shameless morons",,,,8.14520492858233E+017,https://twitter.com/mamtasharma18/status/814520492858232832,,,
HMTHindu,2016-12-29 22:46,0,0,2016 saw the biggest upset!!!!! Pappu displaced Kejriwal as the biggest joker !! Lalua Excited as Kejriwal had dethroned him once!!!!!,,,,8.14520409592885E+017,https://twitter.com/HMTHindu/status/814520409592885248,,,
AbhishekG5,2016-12-29 22:46,0,0,"In 2016, you could hate Kejriwal but not ignore him. In 2017, more than the AAP, brand Kejriwal is up for a vote. ie",,,,8.14520388491186E+017,https://twitter.com/AbhishekG5/status/814520388491186176,,,
skjain_05,2016-12-29 22:45,0,2,So is Kejriwal https:// twitter.com/DaaruBaazMehta /status/814350062776098816 …,,,,8.14520215987888E+017,https://twitter.com/skjain_05/status/814520215987888128,,,
oneXalchemist,2016-12-29 22:45,25,19,"#Kejriwal is a multi talented man, He can 'Talk & Piss' you off at the same time...!! #आप_की_औकात pic.twitter.com/yIlZg2gN3u",,,#Kejriwal #,8.14520165836562E+017,https://twitter.com/oneXalchemist/status/814520165836562432,,,
LokawazTM,2016-12-29 22:44,0,0,#lokawaz Kejriwal and Modi funny mashup pic.twitter.com/sBWLshbuWn,,,#lokawaz,8.14520038182916E+017,https://twitter.com/LokawazTM/status/814520038182916096,,,
tiwari_rajvind,2016-12-29 22:44,0,0,@capt_amarinder @ArvindKejriwal kya baat hai ...ab maja aayega ki sahi me kejriwal Ji me dum hai ki nahi???,,@capt_amarinder @ArvindKejriwal,,8.14520018696307E+017,https://twitter.com/tiwari_rajvind/status/814520018696306688,,,
MoralityRules,2016-12-29 22:44,0,0,still valid what I wrote 3 years ago for Arvind Kejriwal ... :( http:// fb.me/6kNodzZOQ,,,,8.14519909472309E+017,https://twitter.com/MoralityRules/status/814519909472309248,,,
PardhiVijendra,2016-12-29 22:41,0,0,@SanjayAzadSln @ArvindKejriwal ha ye kejriwal ki chal hai..maha communal admi kejri,,@SanjayAzadSln @ArvindKejriwal,,8.14519221740651E+017,https://twitter.com/PardhiVijendra/status/814519221740650496,,,
ishan8209,2016-12-29 22:41,0,0,@ashu3page kejriwal p.m jab ban jaynge aapka ek apna channel khulwa denge pkka,,@ashu3page,,8.14519205341069E+017,https://twitter.com/ishan8209/status/814519205341069316,,,
_nitinyadav_,2016-12-29 22:39,0,1,A party named in 104 Cr. black money disposal case and #Kejriwal haven't said a word. Amazing na... #arvindkejriwal #BSP #Delhi #AAP,,,#Kejriwal #arvindkejriwal #BSP #Delhi #AAP,8.14518732936528E+017,https://twitter.com/_nitinyadav_/status/814518732936527872,,,
Gupta_vijender,2016-12-29 22:38,210,246,Appointment of Min's.Daughter 2 CBI indicates gross irregularities by Kejriwal Govt.HCJudge comity must look in2 all appointments by Govt,,,,8.14518536060056E+017,https://twitter.com/Gupta_vijender/status/814518536060055552,,,
fiveess15,2016-12-29 22:37,0,0,@amitkumar13557 @pbhushan1 @narendramodi Apptards r d most abusive trolls They follow in d footsteps of their leader Kejriwal D most abusive,,@amitkumar13557 @pbhushan1 @narendramodi,,8.14518317520024E+017,https://twitter.com/fiveess15/status/814518317520023552,,,
SoulInExile,2016-12-29 22:37,0,0,Can't tell exactly... Is he mocking SP here or punning Kejriwal https:// twitter.com/SanjayAzadSln/ status/814510188413612033 …,,,,8.14518305352348E+017,https://twitter.com/SoulInExile/status/814518305352347648,,,
Nsihnat,2016-12-29 22:37,0,0,@shubhansh1504 sir why are you using Pakistani product when we haveour own desi aloo kejriwal :P,,@shubhansh1504,,8.14518220916933E+017,https://twitter.com/Nsihnat/status/814518220916932608,,,
DevarshiNandi,2016-12-29 22:36,1,0,Sardi ka mausam hai.Kripiya muffler pehen ke raste pe na nikle.Koi bhi Kejriwal samajhke jhapad laga sakta hai. Play safe.dont use muffler!,,,,8.14517943790752E+017,https://twitter.com/DevarshiNandi/status/814517943790751745,,,
Pjain4,2016-12-29 22:36,0,0,Just like how you chose to work AGAINST @narendramodi instead of working FOR a better Delhi #Punjab #Kejriwal #Election https:// twitter.com/ArvindKejriwal /status/814313842427580416 …,,@narendramodi,#Punjab #Kejriwal #Election,8.1451788973468E+017,https://twitter.com/Pjain4/status/814517889734680578,,,
sarvmanglamcom,2016-12-29 22:34,6,3,http:// linkis.com/timesmedia24.c om/hin/GUvsU … #AjaModiChowkPe #AnilBaijal #भाग_ Kejriwal _भाग #2016in4words #cashkiaadatbadlo #RajeshKhanna #2017WontFindMe #India,,,#AjaModiChowkPe #AnilBaijal # #2016in4words #cashkiaadatbadlo #RajeshKhanna #2017WontFindMe #India,8.14517572536152E+017,https://twitter.com/sarvmanglamcom/status/814517572536152064,,,
Shashankgaur10,2016-12-29 22:34,0,0,Want someone in my life who is as obsessed with me as Kejriwal is with Modi. #ArvindKejriwal #Modi #AAPtards,,,#ArvindKejriwal #Modi #AAPtards,8.14517549698261E+017,https://twitter.com/Shashankgaur10/status/814517549698260992,,,
ANJANI_KSINGH,2016-12-29 22:34,0,1,Kejriwal slamming caste politics. https:// twitter.com/WoCharLog/stat us/813972698137235456 …,,,,8.14517488482325E+017,https://twitter.com/ANJANI_KSINGH/status/814517488482324481,,,
MBhoraskar,2016-12-29 22:34,0,0,"@pbhushan1 Sir its pathetic, you are behaving like Kejriwal , which is not expected from you.",,@pbhushan1,,8.14517483629646E+017,https://twitter.com/MBhoraskar/status/814517483629645824,,,
Mayankaryan084,2016-12-29 22:34,3,6,You are Sick Mr. #Kejriwal #आप_की_औकात pic.twitter.com/O5M3FKHEtS,,,#Kejriwal #,8.14517481406546E+017,https://twitter.com/Mayankaryan084/status/814517481406545920,,,
chandigarh_news,2016-12-29 22:34,0,1,AAP will expose Chacha-Bhatija game plan: Arvind Kejriwal http:// m.tbnn.it/N04Q8V pic.twitter.com/4aTt74lEMw,,,,8.14517452008628E+017,https://twitter.com/chandigarh_news/status/814517452008628224,,,
Pruthviraj99R,2016-12-29 22:34,0,0,I liked a @YouTube video from @aajtak http:// youtu.be/MPKsFPLKV1w?a So Sorry : When Arvind Kejriwal and Narendra Modi engage in a musical,,@YouTube @aajtak,,8.14517385646449E+017,https://twitter.com/Pruthviraj99R/status/814517385646448640,,,
dani_rajkumar00,2016-12-29 22:33,0,0,"@ArvindKejriwal pujab beware of this bustard kejriwal ,or he will sell you all the pujabi people, now Delhi people are regretting",,@ArvindKejriwal,,8.14517098449867E+017,https://twitter.com/dani_rajkumar00/status/814517098449866752,,,
yehkyabaathui,2016-12-29 22:32,0,0,@sardesairajdeep Must be all the AAP posters with Arvind Kejriwal 's face on it.,,@sardesairajdeep,,8.14516833231389E+017,https://twitter.com/yehkyabaathui/status/814516833231388673,,,
ITNlive,2016-12-29 22:31,2,4,"बादल के गढ़ में #Kejriwal ने जुटाई भारी भीड़, जरनैल सिंह को घोषित किया उम्मीदवार - https:// goo.gl/AyjvJy pic.twitter.com/9vSY9DQ5WT",,,#Kejriwal,8.14516597846995E+017,https://twitter.com/ITNlive/status/814516597846994944,,,
TOICitiesNews,2016-12-29 22:30,0,0,AAP will expose Chacha-Bhatija game plan: Arvind Kejriwal http:// toi.in/gO2d1a,,,,8.14516382096163E+017,https://twitter.com/TOICitiesNews/status/814516382096162816,,,
dani_rajkumar00,2016-12-29 22:28,0,0,"@ArvindKejriwal tu kejriwal are a maniac and a sick person,the dalal of Pakistan, a d the most corrupted minister of Delhi, go to hell",,@ArvindKejriwal,,8.14516070782534E+017,https://twitter.com/dani_rajkumar00/status/814516070782533633,,,
vikhyatpc,2016-12-29 22:28,0,0,@aparanjape @arstechnica even kejriwal is doing the same!! chalo kuch or baat karte hai.,,@aparanjape @arstechnica,,8.14516004055228E+017,https://twitter.com/vikhyatpc/status/814516004055228416,,,
BULL9313,2016-12-29 22:28,0,0,@rahulkanwal @RBS @meerasanyal This woman is infected with #Kejriwal bacteria ... money which become legitimate by paying 82% tax was all black .. wat about raids ...,,@rahulkanwal @RBS @meerasanyal,#Kejriwal,8.14515865559319E+017,https://twitter.com/BULL9313/status/814515865559318528,,,
ramendrapandey4,2016-12-29 22:23,0,0,@ArvindKejriwal sir u r loosing faith of nation.. Kuchh aisa kijiye Jo Arvind kejriwal karte h.. Don't act like a politician..,,@ArvindKejriwal,,8.14514746066145E+017,https://twitter.com/ramendrapandey4/status/814514746066145280,,,
TheQuint,2016-12-29 22:23,0,1,"Yet Another Twitter War: #Kejriwal , #AmarinderSingh at it again https://www. thequint.com/social-buzz/20 16/12/29/arvind-kejriwal-captain-amarinder-singh-twitter-punjab-elections-parkash-badal-singh-aap-sad-collusion-jarnail-singh … pic.twitter.com/tZPue8Wqvu",,,#Kejriwal #AmarinderSingh,8.14514638977012E+017,https://twitter.com/TheQuint/status/814514638977011712,,,
sehiashok,2016-12-29 22:23,0,0,AAP in 2016: Arvind Kejriwal goes national as Delhi proves hard to govern http:// indianexpress.com/article/india/ aap-in-2016-arvind-kejriwal-goes-national-as-delhi-proves-hard-to-govern-4450418/ … via @IndianExpress,,@IndianExpress,,8.14514569402057E+017,https://twitter.com/sehiashok/status/814514569402056704,,,
royda2918,2016-12-29 22:22,0,1,"kejriwal sir ignore these tweets these people are rude,these people are petty,these people are right but don't listen to them #आप_की_औकात",,,#,8.14514548061381E+017,https://twitter.com/royda2918/status/814514548061380608,,,
prajjus200,2016-12-29 22:21,0,0,@wilsonmpaul it's Kejriwal who is turning blind eye towards modi work..In his ego..He completly lost his own real purpose,,@wilsonmpaul,,8.14514210977649E+017,https://twitter.com/prajjus200/status/814514210977648641,,,
visheshjain810,2016-12-29 22:19,0,0,"The next Sherlock movie called the ""Mitron Conspiracy"" stars #Kejriwal resolving the case of his alleged murder #Sherlock",,,#Kejriwal #Sherlock,8.14513613272543E+017,https://twitter.com/visheshjain810/status/814513613272543232,,,
devkdbsb3,2016-12-29 22:19,0,0,"Did you see the latest results of the poll on ""Do you trust Arvind Kejriwal ?..."" Check it out now! http:// myvote.today/app?t=r",,,,8.1451360089095E+017,https://twitter.com/devkdbsb3/status/814513600890949632,,,
BipWit,2016-12-29 22:17,0,0,"People would learn it just to curse Kejriwal in his mother tongue, in Timbuktu they would call him kambakthu https:// twitter.com/gauravcsawant/ status/814506352806477824 …",,,,8.14513233692332E+017,https://twitter.com/BipWit/status/814513233692332032,,,
maan_ki__baat,2016-12-29 22:16,0,0,@SirJadeja kyu kejriwal ki baddua le rahey ho kham kham may,,@SirJadeja,,8.14513012975354E+017,https://twitter.com/maan_ki__baat/status/814513012975353856,,,
htTweets,2016-12-29 22:15,24,50,Assam court summons Kejriwal over his remarks on PM Modi’s degrees http:// read.ht/BQIJ pic.twitter.com/Y18FJVIBtJ,,,,8.14512559017562E+017,https://twitter.com/htTweets/status/814512559017562115,,,
wilsonmpaul,2016-12-29 22:14,0,0,It is still convenient to make fun of #Kejriwal if we turn a blind eye to this pic.twitter.com/yEee37GBl1,,,#Kejriwal,8.14512489073234E+017,https://twitter.com/wilsonmpaul/status/814512489073233921,,,
gaurav271090,2016-12-29 22:14,1,1,Nahi banegi shri Anil Baijal ki shri Arvind Kejriwal se Main likhke deta hu.,,,,8.14512451097985E+017,https://twitter.com/gaurav271090/status/814512451097985024,,,
AapElectionWarU,2016-12-29 22:14,0,0,I added a video to a @YouTube playlist http:// youtu.be/4GmuOX2yJKs?a Latest Live CM Arind Kejriwal #LIVE Rally Amritsar || War Election 2017,,@YouTube,#LIVE,8.14512438062281E+017,https://twitter.com/AapElectionWarU/status/814512438062280704,,,
AbhiRajPandey,2016-12-29 22:14,0,1,@MinhazMerchant Well it's a tough fight b/w Kejriwal and Mamta.,,@MinhazMerchant,,8.14512356969484E+017,https://twitter.com/AbhiRajPandey/status/814512356969484288,,,
Murali03379334,2016-12-29 22:13,0,0,"Spain’s Madrid implements Kejriwal ’s odd-even scheme, to cut traffic volumes... http:// ln.is/uQPzZ by #ArvindKejriwal via @c0nvey",,@c0nvey,#ArvindKejriwal,8.1451220813876E+017,https://twitter.com/Murali03379334/status/814512208138760193,,,
aakashtweeeets,2016-12-29 22:12,0,0,This shit lady is ridiculous than Kejriwal ! Enough abused http:// fb.me/1Y0k15w52,,,,8.14511884451934E+017,https://twitter.com/aakashtweeeets/status/814511884451934212,,,
rakeyshurboss,2016-12-29 22:12,0,0,@SanjayVMor tu mor nahi chor lag Raha hai... Kejriwal ki tarah,,@SanjayVMor,,8.14511859927806E+017,https://twitter.com/rakeyshurboss/status/814511859927805952,,,
emkaey,2016-12-29 22:11,1,1,"Madrid adopts "" Kejriwal 's odd-even scheme"" it seems! Delhi adopted Rome's, Rome Beijing's, Beijing NewYork's, NY Mexico's, Mexico Paris's... https:// twitter.com/sharmanagendar /status/814138485774909440 …",,,,8.14511692612706E+017,https://twitter.com/emkaey/status/814511692612706305,,,
pkavasthi,2016-12-29 22:11,0,0,"@SanjayAzadSln @ArvindKejriwal As per kejriwal sir ,modi ji ka hath he.",,@SanjayAzadSln @ArvindKejriwal,,8.14511685591442E+017,https://twitter.com/pkavasthi/status/814511685591441410,,,
wandering7oul,2016-12-29 22:11,0,0,@adarshliberal05 Using wifi to tweet that kejriwal installed ? n how r yu able to see d level of frustration? through one of 15L CCTVs ?,,@adarshliberal05,,8.14511682441515E+017,https://twitter.com/wandering7oul/status/814511682441515009,,,
chakde_tv,2016-12-29 22:11,0,0,Captain Amarinder Singh dares Kejriwal to contest Punjab polls in Twitter argument ਟਵੀਟਰ ਇੱਕ ਵਾਰ ਫਿਰ ਬਣਇਆ ਜੰਗ ਦਾ... http:// fb.me/1Cyxjrqbv,,,,8.14511598991712E+017,https://twitter.com/chakde_tv/status/814511598991712256,,,
tweetKohlic,2016-12-29 22:11,0,1,@AAPInNews @ArvindKejriwal @patrika Vese jo bhi kaho.. Congress wale ne bhigo bhigo k maare tweet kejriwal ko,,@AAPInNews @ArvindKejriwal @patrika,,8.14511583267164E+017,https://twitter.com/tweetKohlic/status/814511583267164160,,,
SANDIPC08579182,2016-12-29 22:11,21,15,#आप_की_औकात #NamoBestPMOfIndia @MVenkaiahNaidu Sir Kindly Prohibit The Transmission Of Speeches Of Mamata & Kejriwal Under The CableTV Laws,,@MVenkaiahNaidu,# #NamoBestPMOfIndia,8.14511568843063E+017,https://twitter.com/SANDIPC08579182/status/814511568843063296,,,
gaurishankarcha,2016-12-29 22:11,1,4,@naam_pk is mohtarma k tweet ko jbse kejriwal Ji ne retweet kara h tbse unki chamchi or self declared honest bnkar ghum rahi hain,,@naam_pk,,8.1451155125223E+017,https://twitter.com/gaurishankarcha/status/814511551252230144,,,
BeingHarmesh09,2016-12-29 22:10,0,0,Aap ki bhi Aukad yehi hai k aap Kejriwal jaiso k ghulam bane rahe https:// twitter.com/AbhayDubey_/st atus/814510813377503232 …,,,,8.14511379323331E+017,https://twitter.com/BeingHarmesh09/status/814511379323330560,,,
SUNILKUMAR2002U,2016-12-29 22:10,0,1,@sharmanagendar @ArvindKejriwal @FinancialXpress dhyan se news read karo. UN ne odd even scheme ka naam Kejriwal Odd Even scheme kiya hogo,,@sharmanagendar @ArvindKejriwal @FinancialXpress,,8.14511360558166E+017,https://twitter.com/SUNILKUMAR2002U/status/814511360558166016,,,
bhatia_joinder,2016-12-29 22:10,0,0,@SuvalagnaC @myvotetoday @ArvindKejriwal @OfficeOfRG IT is not a Political Party but a Limited Company of Kejriwal,,@SuvalagnaC @myvotetoday @ArvindKejriwal @OfficeOfRG,,8.14511348252078E+017,https://twitter.com/bhatia_joinder/status/814511348252078080,,,
mankam,2016-12-29 22:09,0,0,@DrShobha kejriwal ke sweater par MC ka matlab monto carlo hai!,,@DrShobha,,8.14511076872245E+017,https://twitter.com/mankam/status/814511076872245248,,,
_HazirJawab,2016-12-29 22:09,2,3,. @AAPInNews @ArvindKejriwal That guy getting the MRI looks like Kejriwal . Can you make the results of the MRI public?,,@AAPInNews @ArvindKejriwal,,8.14511063618163E+017,https://twitter.com/_HazirJawab/status/814511063618162689,,,
sasiyedavalli,2016-12-29 22:08,0,0,@adarshliberal05 we in Telangana can see even KCR who is not an alley with center is seriously working for his people unlike Kejriwal,,@adarshliberal05,,8.14510827453592E+017,https://twitter.com/sasiyedavalli/status/814510827453591553,,,
AAPatwar,2016-12-29 22:07,0,0,@tavleen_singh Arvind Kejriwal #CM of Delhi @ArvindKejriwal https:// twitter.com/tavleen_singh/ status/814287906017669120 …,,@tavleen_singh @ArvindKejriwal,#CM,8.14510751079506E+017,https://twitter.com/AAPatwar/status/814510751079505920,,,
AapElectionWarU,2016-12-29 22:07,0,0,I added a video to a @YouTube playlist http:// youtu.be/3ROo6147_Eg?a Latest CM Arind Kejriwal #Punjab Inquilab Rally @Hushiarpur || Aap,,@YouTube @Hushiarpur,#Punjab,8.14510718619976E+017,https://twitter.com/AapElectionWarU/status/814510718619975680,,,
ilovekundan,2016-12-29 22:07,0,0,Kejriwal ka hamshakal... http:// fb.me/8FHOSp4Nv,,,,8.14510590471405E+017,https://twitter.com/ilovekundan/status/814510590471405570,,,
Dillisehubc_,2016-12-29 22:05,0,0,@AAnjel92 kejriwal ko vote diya cc @meetdspartan ab bol bc Kon hai aapiya @narendramodi,,@AAnjel92 @meetdspartan @narendramodi,,8.14510277890744E+017,https://twitter.com/Dillisehubc_/status/814510277890744320,,,
vaibhav_khulbe,2016-12-29 22:05,0,1,Hohoho! #Kejriwal Vs #Modi is here! pic.twitter.com/6AwEcanit0,,,#Kejriwal #Modi,8.14510140263043E+017,https://twitter.com/vaibhav_khulbe/status/814510140263043072,,,
manuhearty,2016-12-29 22:04,0,0,"@diyavardhan @Archu243 @ArvindKejriwal after drinks people gives lectures,so kejriwal opened New liquor shops to give good education.",,@diyavardhan @Archu243 @ArvindKejriwal,,8.14509963225735E+017,https://twitter.com/manuhearty/status/814509963225735168,,,
AAnjel92,2016-12-29 22:04,0,1,@kirit207 @meetdspartan @narendramodi even I voted for Kejriwal,,@kirit207 @meetdspartan @narendramodi,,8.14509960298111E+017,https://twitter.com/AAnjel92/status/814509960298110976,,,
benmoha,2016-12-29 22:02,0,0,Capt Amrinder ka naam sunte hi Kejriwal ki kyon Fatt ti hain,,,,8.14509350391673E+017,https://twitter.com/benmoha/status/814509350391672832,,,
imridul2k,2016-12-29 22:01,0,0,"Punjab has to fight with drugs & #AAP to live in peace, drugs abuse after #DeMonetisation drastically suffered, now left with #Kejriwal https:// twitter.com/ArvindKejriwal /status/814332559010267137 …",,,#AAP #DeMonetisation #Kejriwal,8.14509065367789E+017,https://twitter.com/imridul2k/status/814509065367789573,,,
JagbaniOnline,2016-12-29 22:00,0,3,ਪੰਜਾਬ ਚੋਣ ਅਖਾੜੇ 'ਚ ਉਤਾਰੇ ਜਰਨੈਲ ਸਿੰਘ ਬਾਰੇ ਦਿੱਲੀਆਂ ਵਾਸੀਆਂ ਦੀ ਜਾਣੋ ਰਾਏ #Punjab #Delhi #JarnailSingh Arvind Kejriwal ... http:// fb.me/8ag5LnHwt,,,#Punjab #Delhi #JarnailSingh,8.14508797926535E+017,https://twitter.com/JagbaniOnline/status/814508797926535168,,,
NewsAssam,2016-12-29 21:59,0,0,Assam court summons Kejriwal over his remarks on PM Modi's degrees - Hindustan Times http:// ift.tt/2ilCnDq #Assam,,,#Assam,8.14508555902534E+017,https://twitter.com/NewsAssam/status/814508555902533632,,,
bimalshahi,2016-12-29 21:59,0,0,Kejriwal ne bachcho ki kasam 1 bar khayi lekin thappad bar bar khaya #आप_की_औकात,,,#,8.14508549401231E+017,https://twitter.com/bimalshahi/status/814508549401231360,,,
gaurishankarcha,2016-12-29 21:59,0,0,Kejriwal Ji jaisa dhurt maine nhi dekha mai Ji lgakar bol rha hu qki qki vote maine v diya tha barbadi me mera v hath h #आप_की_औकात,,,#,8.14508545295155E+017,https://twitter.com/gaurishankarcha/status/814508545295155200,,,
ezfreedom,2016-12-29 21:58,0,0,"Punjab elections: Arvind Kejriwal , Amarinder Singh face off on Twitter again http:// bit.ly/2iJgVc8",,,,8.14508294505017E+017,https://twitter.com/ezfreedom/status/814508294505017345,,,
kunwarrajveers1,2016-12-29 21:57,0,0,@IntolerantMano2 @MeSwati001 @ArvindKejriwal kejriwal ki ti pic bhi achi nhi lgti yrr,,@IntolerantMano2 @MeSwati001 @ArvindKejriwal,,8.14508189731406E+017,https://twitter.com/kunwarrajveers1/status/814508189731405825,,,
sanjaybameta,2016-12-29 21:56,0,0,#आप_की_औकात kejriwal sb gaandu politicn..aacha hota ye uss din dhrna dete hue mr jata..bc surgical strike k proof chaiee isse ...thu bc thu,,,#,8.14507948596601E+017,https://twitter.com/sanjaybameta/status/814507948596600832,,,
gaurishankarcha,2016-12-29 21:55,0,0,Bhai log ye kejriwal Ji jo h ye desh ko destroy karne aaya h inhone apni aukat dikha di h sambhal jao barna 1 or CPI paida hoga #आप_की_औकात,,,#,8.14507729800823E+017,https://twitter.com/gaurishankarcha/status/814507729800822784,,,
LALANKUMARROY,2016-12-29 21:53,0,0,"@ArvindKejriwal @YouTube Jarnail singh ka juta phir chalega, es baar kejriwal ke muh pe padega jab use kejriwal ki asliyat pata lagegi.",,@ArvindKejriwal @YouTube,,8.14507258788848E+017,https://twitter.com/LALANKUMARROY/status/814507258788847616,,,
Prakhar38801026,2016-12-29 21:53,0,3,@AwasthiAvyakt @verma_heramb बिल्कुल अदरक इलाइची की तरह है ये ..इन्हे कूटने पर ही इनकी एहमियत पता चलेगी #pappu #Kejriwal pic.twitter.com/GWGQej1c7m,,@AwasthiAvyakt @verma_heramb,#pappu #Kejriwal,8.1450723156362E+017,https://twitter.com/Prakhar38801026/status/814507231563620352,,,
AapElectionWarU,2016-12-29 21:53,0,0,I added a video to a @YouTube playlist http:// youtu.be/AuQ2X_JKRoA?a Latest CM Arvind Kejriwal #Punjab Rally Badal Full 100 100 CR. Scam In,,@YouTube,#Punjab,8.14507130413781E+017,https://twitter.com/AapElectionWarU/status/814507130413780992,,,
VBSood,2016-12-29 21:53,0,0,@ArvindKejriwal mad person of year... Kejriwal,,@ArvindKejriwal,,8.14507078383387E+017,https://twitter.com/VBSood/status/814507078383386624,,,
baba_bhukmare,2016-12-29 21:51,0,0,"Arvind kejriwal 's rally is more like. ""Mata ka jagaran"". Everyone knows its gonna b borin n whts in store!! #indianpolitics #arvindkejriwal",,,#indianpolitics #arvindkejriwal,8.14506683149926E+017,https://twitter.com/baba_bhukmare/status/814506683149926400,,,
nitesh_mann,2016-12-29 21:51,0,0,"#Jung ko to UPA ne appoint kiya tha, 'Modi Agent' to ab aaya hay Kejriwal Sahab or AAPIYO #ANIL_BAIJAL",,,#Jung #ANIL_BAIJAL,8.14506607337964E+017,https://twitter.com/nitesh_mann/status/814506607337963520,,,
jagan7585,2016-12-29 21:50,0,0,"@pbhushan1 @ArvindKejriwal Prashant u say a word against Kejriwal , u wl get decentry & vomit seeing all the nice praises u get frm Aapiyas.",,@pbhushan1 @ArvindKejriwal,,8.14506426747875E+017,https://twitter.com/jagan7585/status/814506426747875329,,,
ketankarale2,2016-12-29 21:50,2,1,"Kejriwal ’s favorite movie ‘AAM-Dani Atthani, Kharcha Rupaiyya #आप_की_औकात",,,#,8.14506416249733E+017,https://twitter.com/ketankarale2/status/814506416249733124,,,
SmartBharatOn,2016-12-29 21:48,0,2,नौटंकी में कौन अव्व्वल? #आप_की_औकात #arvindkejriwal #Kejriwal #AapKaPaisa #AAPFundingScam #AAPPunjabYouthManifesto #AAP_V_SAD_Hai,,,# #arvindkejriwal #Kejriwal #AapKaPaisa #AAPFundingScam #AAPPunjabYouthManifesto #AAP_V_SAD_Hai,8.14505949645808E+017,https://twitter.com/SmartBharatOn/status/814505949645807617,,,
AAnjel92,2016-12-29 21:48,0,2,@kirit207 @narendramodi Team Kejriwal,,@kirit207 @narendramodi,,8.14505835212763E+017,https://twitter.com/AAnjel92/status/814505835212763136,,,
Sourabhprk,2016-12-29 21:46,0,1,@Dibyendu69 @FillAwwSuffer Moment modi kejriwal duped dalits on hinduism-dalit waive der Reservation_now gov will declare sc/st antinational,,@Dibyendu69 @FillAwwSuffer,,8.14505359423349E+017,https://twitter.com/Sourabhprk/status/814505359423348736,,,
orbitcollection,2016-12-29 21:45,0,0,Assam court summons Arvind Kejriwal for his defamatory remarks against PM Modi http:// orbitcollection.in/news/869424/tw itter … pic.twitter.com/yk65ukzHtD,,,,8.14505220289876E+017,https://twitter.com/orbitcollection/status/814505220289875968,,,
